#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2010 04 01 17 42 999 99.0 99.0  2.08 12.50  6.53 338 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 01 18 12 999 99.0 99.0  2.13 12.50  6.43 335 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 01 18 42 999 99.0 99.0  2.07 12.50  6.36 339 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 01 19 12 999 99.0 99.0  2.12 11.11  6.36 353 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 01 20 12 999 99.0 99.0  1.99 10.53  6.67  16 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 01 20 42 999 99.0 99.0  2.08 12.50  6.75 333 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 01 21 12 999 99.0 99.0  2.12  9.88  6.54  20 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 01 21 42 999 99.0 99.0  2.16 12.50  6.79 340 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 01 22 12 999 99.0 99.0  2.17  9.09  6.74  45 9999.0 999.0  24.0 999.0 99.0 99.00
2010 04 01 22 42 999 99.0 99.0  2.31  8.33  6.83  48 9999.0 999.0  24.0 999.0 99.0 99.00
2010 04 01 23 12 999 99.0 99.0  2.13  7.69  6.50  45 9999.0 999.0  24.0 999.0 99.0 99.00
2010 04 01 23 42 999 99.0 99.0  2.21  9.09  6.74  44 9999.0 999.0  24.0 999.0 99.0 99.00
2010 04 02 00 12 999 99.0 99.0  2.12  9.88  6.40  37 9999.0 999.0  24.0 999.0 99.0 99.00
2010 04 02 00 42 999 99.0 99.0  2.19  8.33  6.31  45 9999.0 999.0  24.0 999.0 99.0 99.00
2010 04 02 01 12 999 99.0 99.0  2.18  7.69  6.27  47 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 02 01 42 999 99.0 99.0  2.10  7.69  6.04  44 9999.0 999.0  24.0 999.0 99.0 99.00
2010 04 02 02 12 999 99.0 99.0  2.10  9.09  5.99  42 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 02 02 42 999 99.0 99.0  2.03 12.50  5.88 348 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 02 03 12 999 99.0 99.0  1.99  9.88  5.68  21 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 02 03 42 999 99.0 99.0  1.80  7.69  6.00  40 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 02 04 12 999 99.0 99.0  1.75 10.53  6.15   9 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 02 04 42 999 99.0 99.0  1.77  9.09  5.89  27 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 02 05 12 999 99.0 99.0  1.76 11.11  6.05 348 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 02 05 42 999 99.0 99.0  1.76  9.88  6.10  34 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 02 06 12 999 99.0 99.0  1.76 10.53  5.81  20 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 02 06 42 999 99.0 99.0  1.87  9.09  6.03  38 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 02 07 12 999 99.0 99.0  1.74  5.88  5.70  37 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 02 07 42 999 99.0 99.0  1.77  9.88  5.97  31 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 02 08 12 999 99.0 99.0  1.72  9.09  6.04  23 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 02 08 42 999 99.0 99.0  1.75  7.69  5.95  27 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 02 09 12 999 99.0 99.0  1.75  7.14  5.94  31 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 02 09 42 999 99.0 99.0  1.65  7.69  5.97  34 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 02 10 12 999 99.0 99.0  1.72  8.33  6.48  25 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 02 10 42 999 99.0 99.0  1.68  8.33  6.26  34 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 02 11 12 999 99.0 99.0  1.83  8.33  6.33  30 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 02 11 42 999 99.0 99.0  1.88  9.09  6.24  35 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 02 12 12 999 99.0 99.0  2.09  9.88  6.29  28 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 02 12 42 999 99.0 99.0  2.10  6.67  6.12  47 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 02 13 12 999 99.0 99.0  1.91  8.33  6.09  34 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 02 13 42 999 99.0 99.0  2.05  9.09  6.38  42 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 02 14 12 999 99.0 99.0  2.04  9.88  6.29  37 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 02 14 42 999 99.0 99.0  1.87  9.09  6.03  45 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 02 15 12 999 99.0 99.0  1.96  9.09  6.34  41 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 02 15 42 999 99.0 99.0  1.80  9.09  5.85  28 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 02 16 12 999 99.0 99.0  1.88  7.69  6.07  41 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 02 16 42 999 99.0 99.0  1.72  8.33  5.92  42 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 02 17 12 999 99.0 99.0  1.73 11.11  6.11 349 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 02 17 42 999 99.0 99.0  1.70 11.76  5.92 340 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 02 18 12 999 99.0 99.0  1.71 16.67  6.16 321 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 02 18 42 999 99.0 99.0  1.71  9.09  5.99  25 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 02 19 12 999 99.0 99.0  1.77  7.69  5.85  37 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 02 19 42 999 99.0 99.0  1.75  7.69  5.85  38 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 02 20 12 999 99.0 99.0  1.79 16.67  6.19 326 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 02 20 42 999 99.0 99.0  1.85 16.67  6.51 318 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 02 21 12 999 99.0 99.0  1.77  8.33  6.75  41 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 02 21 42 999 99.0 99.0  1.76  9.88  6.53  38 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 02 22 12 999 99.0 99.0  1.88 16.67  6.64 333 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 02 22 42 999 99.0 99.0  1.82  7.14  6.15  35 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 02 23 12 999 99.0 99.0  1.92  8.33  6.35  45 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 02 23 42 999 99.0 99.0  2.02  9.88  6.62  45 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 03 00 12 999 99.0 99.0  1.90  9.88  6.50  47 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 03 00 42 999 99.0 99.0  1.80  7.69  6.02  40 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 03 01 12 999 99.0 99.0  1.76  9.88  6.29  44 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 03 01 42 999 99.0 99.0  1.94 15.38  6.90 318 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 03 02 12 999 99.0 99.0  1.79 15.38  6.53 315 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 03 02 42 999 99.0 99.0  1.81 15.38  6.45 319 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 03 03 12 999 99.0 99.0  1.90 15.38  6.59 315 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 03 03 42 999 99.0 99.0  1.69 15.38  6.24 326 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 03 04 12 999 99.0 99.0  1.90 15.38  6.38 324 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 03 04 42 999 99.0 99.0  1.82 15.38  6.07 315 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 03 05 12 999 99.0 99.0  1.74 15.38  6.01 319 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 03 05 42 999 99.0 99.0  1.63 15.38  5.82 304 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 03 06 12 999 99.0 99.0  1.79 15.38  6.26 307 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 03 06 42 999 99.0 99.0  1.79 14.29  6.31 312 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 03 07 12 999 99.0 99.0  1.77 14.29  6.19 311 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 03 07 42 999 99.0 99.0  1.90 14.29  6.58 314 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 03 08 12 999 99.0 99.0  1.91 14.29  6.39 314 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 03 08 42 999 99.0 99.0  1.79 14.29  6.06 322 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 03 09 12 999 99.0 99.0  1.83 14.29  6.33 310 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 03 09 42 999 99.0 99.0  1.87 14.29  6.21 317 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 03 10 12 999 99.0 99.0  1.83 14.29  6.13 314 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 03 10 42 999 99.0 99.0  1.80  7.14  5.72  23 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 03 11 12 999 99.0 99.0  2.02 14.29  6.30 311 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 03 11 42 999 99.0 99.0  2.05 14.29  5.88 314 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 03 12 12 999 99.0 99.0  2.03 13.33  6.05 314 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 03 12 42 999 99.0 99.0  2.06 14.29  6.19 315 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 03 13 12 999 99.0 99.0  1.93 14.29  6.03 318 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 03 13 42 999 99.0 99.0  1.87 13.33  6.12 322 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 03 14 12 999 99.0 99.0  1.84 13.33  6.15 319 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 03 14 42 999 99.0 99.0  2.04 13.33  6.48 318 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 03 15 12 999 99.0 99.0  1.95 13.33  5.95 328 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 03 15 42 999 99.0 99.0  2.03 13.33  6.02 307 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 03 16 12 999 99.0 99.0  2.00 13.33  5.92 317 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 03 16 42 999 99.0 99.0  2.02 14.29  5.96 325 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 03 17 12 999 99.0 99.0  1.84 14.29  5.78 318 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 03 17 42 999 99.0 99.0  1.91 13.33  6.09 318 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 03 18 12 999 99.0 99.0  1.91 12.50  6.02 311 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 03 18 42 999 99.0 99.0  1.91 13.33  6.10 318 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 03 19 12 999 99.0 99.0  1.91 13.33  6.24 321 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 03 19 42 999 99.0 99.0  1.71 13.33  6.02 300 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 03 20 12 999 99.0 99.0  1.85 13.33  6.13 314 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 03 20 42 999 99.0 99.0  1.93 13.33  6.31 311 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 03 21 12 999 99.0 99.0  1.89 13.33  6.12 319 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 03 21 42 999 99.0 99.0  1.89 13.33  6.29 318 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 03 22 42 999 99.0 99.0  1.84 13.33  6.21 319 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 03 23 12 999 99.0 99.0  1.87  7.69  6.41  30 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 03 23 42 999 99.0 99.0  1.94  7.14  6.34  37 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 04 00 12 999 99.0 99.0  1.95  6.67  6.28  38 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 04 00 42 999 99.0 99.0  2.06  7.69  6.51  37 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 04 01 12 999 99.0 99.0  1.97 13.33  6.41 315 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 04 01 42 999 99.0 99.0  1.92  7.14  6.12  42 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 04 02 12 999 99.0 99.0  1.88  8.33  6.24  47 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 04 02 42 999 99.0 99.0  1.92 13.33  6.41 311 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 04 03 12 999 99.0 99.0  1.90 12.50  6.33 322 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 04 03 42 999 99.0 99.0  1.88 13.33  6.22 312 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 04 04 12 999 99.0 99.0  1.90 13.33  6.08 328 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 04 04 42 999 99.0 99.0  1.92  7.69  5.85  34 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 04 05 12 999 99.0 99.0  1.92  7.14  5.95  30 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 04 05 42 999 99.0 99.0  1.92  7.69  5.65  31 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 04 06 12 999 99.0 99.0  1.90  7.14  5.79  37 9999.0 999.0  23.9 999.0 99.0 99.00
2010 04 04 06 42 999 99.0 99.0  2.00  7.69  5.70  33 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 04 07 12 999 99.0 99.0  2.17 12.50  5.83 326 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 04 07 42 999 99.0 99.0  1.98  7.14  5.64  28 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 04 08 12 999 99.0 99.0  2.17  7.69  5.81  25 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 04 08 42 999 99.0 99.0  2.18  7.14  5.92  23 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 04 09 12 999 99.0 99.0  2.27  7.14  6.00  23 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 04 09 42 999 99.0 99.0  2.16  7.69  5.73  31 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 04 10 12 999 99.0 99.0  2.23  7.69  6.04  33 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 04 10 42 999 99.0 99.0  2.29  7.14  6.00  34 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 04 11 12 999 99.0 99.0  2.22  7.69  6.11  37 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 04 11 42 999 99.0 99.0  2.37  8.33  6.21  30 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 04 12 12 999 99.0 99.0  2.42  7.69  6.20  31 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 04 12 42 999 99.0 99.0  2.30  7.69  6.24  27 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 04 13 42 999 99.0 99.0  2.39  8.33  6.30  28 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 04 14 12 999 99.0 99.0  2.41  7.69  6.23  27 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 04 14 42 999 99.0 99.0  2.33  8.33  6.29  33 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 04 15 12 999 99.0 99.0  2.40  8.33  6.29  34 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 04 15 42 999 99.0 99.0  2.26  7.69  6.19  30 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 04 16 12 999 99.0 99.0  2.20  8.33  6.01  30 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 04 16 42 999 99.0 99.0  2.28  8.33  6.02  38 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 04 17 12 999 99.0 99.0  2.34  7.69  6.09  37 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 04 17 42 999 99.0 99.0  2.30  8.33  6.06  35 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 04 18 12 999 99.0 99.0  2.18  7.69  5.84  35 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 04 18 42 999 99.0 99.0  2.24  8.33  5.96  30 9999.0 999.0  23.6 999.0 99.0 99.00
2010 04 04 19 12 999 99.0 99.0  2.26  8.33  5.91  38 9999.0 999.0  23.6 999.0 99.0 99.00
2010 04 04 19 42 999 99.0 99.0  2.17  8.33  6.01  38 9999.0 999.0  23.6 999.0 99.0 99.00
2010 04 04 20 12 999 99.0 99.0  2.16  8.33  6.02  38 9999.0 999.0  23.6 999.0 99.0 99.00
2010 04 04 20 42 999 99.0 99.0  2.14  8.33  6.03  37 9999.0 999.0  23.6 999.0 99.0 99.00
2010 04 04 21 12 999 99.0 99.0  2.05  8.33  5.96  34 9999.0 999.0  23.6 999.0 99.0 99.00
2010 04 04 21 42 999 99.0 99.0  2.21  7.69  5.98  28 9999.0 999.0  23.6 999.0 99.0 99.00
2010 04 04 22 12 999 99.0 99.0  2.23  8.33  6.13  33 9999.0 999.0  23.6 999.0 99.0 99.00
2010 04 04 22 42 999 99.0 99.0  2.11  8.33  6.07  42 9999.0 999.0  23.6 999.0 99.0 99.00
2010 04 04 23 12 999 99.0 99.0  2.15  7.69  6.12  33 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 04 23 42 999 99.0 99.0  2.29  7.69  6.38  30 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 05 00 12 999 99.0 99.0  2.27  7.69  6.48  34 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 05 00 42 999 99.0 99.0  2.15  7.69  6.39  30 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 05 01 12 999 99.0 99.0  2.08  8.33  6.34  37 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 05 01 42 999 99.0 99.0  2.26  8.33  6.45  34 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 05 02 12 999 99.0 99.0  2.18  8.33  6.41  41 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 05 02 42 999 99.0 99.0  2.34  8.33  6.62  47 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 05 03 12 999 99.0 99.0  2.16  8.33  6.17  41 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 05 03 42 999 99.0 99.0  2.31  7.69  6.30  30 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 05 04 12 999 99.0 99.0  2.11  8.33  6.11  42 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 05 04 42 999 99.0 99.0  2.23  8.33  6.23  38 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 05 05 12 999 99.0 99.0  2.25  7.14  6.23  34 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 05 05 42 999 99.0 99.0  2.20  7.69  6.13  31 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 05 06 12 999 99.0 99.0  2.14  8.33  5.79  34 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 05 06 42 999 99.0 99.0  2.07  8.33  5.66  33 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 05 07 12 999 99.0 99.0  2.07  8.33  5.68  35 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 05 07 42 999 99.0 99.0  2.14  8.33  5.77  37 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 05 08 12 999 99.0 99.0  2.21  8.33  5.84  33 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 05 08 42 999 99.0 99.0  2.20  8.33  5.77  34 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 05 09 12 999 99.0 99.0  2.21  7.69  5.80  30 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 05 09 42 999 99.0 99.0  2.16  7.69  5.79  44 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 05 10 12 999 99.0 99.0  2.28  8.33  5.99  33 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 05 10 42 999 99.0 99.0  2.21  7.69  5.92  31 9999.0 999.0  23.6 999.0 99.0 99.00
2010 04 05 11 12 999 99.0 99.0  2.25  7.14  5.92  38 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 05 11 42 999 99.0 99.0  2.04  8.33  5.69  37 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 05 12 12 999 99.0 99.0  2.09  8.33  5.98  34 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 05 12 42 999 99.0 99.0  2.07  7.69  5.97  33 9999.0 999.0  23.6 999.0 99.0 99.00
2010 04 05 13 12 999 99.0 99.0  2.19  8.33  6.13  38 9999.0 999.0  23.6 999.0 99.0 99.00
2010 04 05 13 42 999 99.0 99.0  2.16  9.09  6.24  41 9999.0 999.0  23.6 999.0 99.0 99.00
2010 04 05 14 12 999 99.0 99.0  2.04  7.69  5.96  31 9999.0 999.0  23.6 999.0 99.0 99.00
2010 04 05 14 42 999 99.0 99.0  2.03  7.69  6.08  34 9999.0 999.0  23.6 999.0 99.0 99.00
2010 04 05 15 12 999 99.0 99.0  1.91  7.69  5.90  25 9999.0 999.0  23.6 999.0 99.0 99.00
2010 04 05 15 42 999 99.0 99.0  1.88  7.69  5.80  25 9999.0 999.0  23.6 999.0 99.0 99.00
2010 04 05 16 12 999 99.0 99.0  1.95  7.69  6.02  27 9999.0 999.0  23.6 999.0 99.0 99.00
2010 04 05 16 42 999 99.0 99.0  1.85  7.69  5.65  34 9999.0 999.0  23.6 999.0 99.0 99.00
2010 04 05 17 12 999 99.0 99.0  1.80  9.09  5.71  20 9999.0 999.0  23.6 999.0 99.0 99.00
2010 04 05 17 42 999 99.0 99.0  1.94  8.33  5.88  20 9999.0 999.0  23.6 999.0 99.0 99.00
2010 04 05 18 12 999 99.0 99.0  1.97  8.33  5.81  17 9999.0 999.0  23.6 999.0 99.0 99.00
2010 04 05 18 42 999 99.0 99.0  1.94  8.33  5.96  21 9999.0 999.0  23.6 999.0 99.0 99.00
2010 04 05 19 12 999 99.0 99.0  1.94  8.33  6.10  20 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 05 19 42 999 99.0 99.0  1.93  7.69  6.08  25 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 05 20 12 999 99.0 99.0  1.99  9.09  6.16  27 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 05 20 42 999 99.0 99.0  1.96  9.09  6.26  35 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 05 21 12 999 99.0 99.0  2.09  8.33  6.13  23 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 05 21 42 999 99.0 99.0  2.11  7.69  6.10  28 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 05 22 12 999 99.0 99.0  2.14  8.33  6.28  28 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 05 22 42 999 99.0 99.0  2.09  8.33  6.25  27 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 05 23 12 999 99.0 99.0  2.18  7.69  6.33  33 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 05 23 42 999 99.0 99.0  2.04  7.69  6.27  33 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 06 00 12 999 99.0 99.0  2.27  8.33  6.65  28 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 06 00 42 999 99.0 99.0  2.20  8.33  6.45  30 9999.0 999.0  23.8 999.0 99.0 99.00
2010 04 06 01 12 999 99.0 99.0  2.08  8.33  6.37  18 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 06 01 42 999 99.0 99.0  2.14  8.33  6.41  31 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 06 02 12 999 99.0 99.0  2.14  8.33  6.30  38 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 06 02 42 999 99.0 99.0  2.25  9.09  6.55  30 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 06 03 12 999 99.0 99.0  2.27  9.09  6.38  25 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 06 03 42 999 99.0 99.0  2.18  9.09  6.43  31 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 06 04 12 999 99.0 99.0  2.37  9.09  6.57  27 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 06 04 42 999 99.0 99.0  2.08  8.33  6.10  27 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 06 05 12 999 99.0 99.0  2.02  9.09  6.16  35 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 06 05 42 999 99.0 99.0  2.17  9.09  6.35  35 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 06 06 12 999 99.0 99.0  2.05  9.09  6.27  34 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 06 06 42 999 99.0 99.0  1.93  7.69  5.83  38 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 06 07 12 999 99.0 99.0  2.02  8.33  6.04  34 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 06 07 42 999 99.0 99.0  1.94  8.33  6.00  34 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 06 08 12 999 99.0 99.0  1.82  8.33  6.12  31 9999.0 999.0  23.6 999.0 99.0 99.00
2010 04 06 08 42 999 99.0 99.0  1.69  9.09  5.78  34 9999.0 999.0  23.6 999.0 99.0 99.00
2010 04 06 09 12 999 99.0 99.0  1.95  8.33  6.09  42 9999.0 999.0  23.6 999.0 99.0 99.00
2010 04 06 09 42 999 99.0 99.0  1.91  8.33  6.16  38 9999.0 999.0  23.6 999.0 99.0 99.00
2010 04 06 10 12 999 99.0 99.0  1.97  7.14  6.25  35 9999.0 999.0  23.6 999.0 99.0 99.00
2010 04 06 10 42 999 99.0 99.0  1.83  7.69  6.08  41 9999.0 999.0  23.6 999.0 99.0 99.00
2010 04 06 11 12 999 99.0 99.0  1.76  7.14  6.25  34 9999.0 999.0  23.7 999.0 99.0 99.00
2010 04 06 11 42 999 99.0 99.0  1.65  9.09  6.36  34 9999.0 999.0  23.6 999.0 99.0 99.00
2010 04 06 12 12 999 99.0 99.0  1.73  8.33  6.48  40 9999.0 999.0  23.6 999.0 99.0 99.00
2010 04 06 12 42 999 99.0 99.0  1.75  9.09  6.67  45 9999.0 999.0  23.6 999.0 99.0 99.00
2010 04 06 13 12 999 99.0 99.0  1.72  8.33  6.57  37 9999.0 999.0  23.6 999.0 99.0 99.00
2010 04 06 13 42 999 99.0 99.0  1.75  7.14  6.68  40 9999.0 999.0  23.6 999.0 99.0 99.00
2010 04 06 14 12 999 99.0 99.0  1.81 12.50  6.80   3 9999.0 999.0  23.6 999.0 99.0 99.00
