#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2012 01 01 17 42 999 99.0 99.0  1.33 11.11  7.14 319 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 01 18 12 999 99.0 99.0  1.20 11.76  7.17 315 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 01 18 42 999 99.0 99.0  1.27 11.76  7.53 318 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 01 19 12 999 99.0 99.0  1.25 10.53  7.47 333 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 01 19 42 999 99.0 99.0  1.26 10.53  7.40 325 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 01 20 12 999 99.0 99.0  1.26 10.53  7.64 329 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 01 20 42 999 99.0 99.0  1.39 10.53  8.22 325 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 01 21 12 999 99.0 99.0  1.48 16.67  8.32 348 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 01 21 42 999 99.0 99.0  1.50 16.67  8.92 348 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 01 22 12 999 99.0 99.0  1.56 18.18  8.95 348 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 01 22 42 999 99.0 99.0  1.69 15.38  9.16 342 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 01 23 12 999 99.0 99.0  1.70 15.38  8.95 343 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 01 23 42 999 99.0 99.0  1.84 15.38  9.47 352 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 02 00 12 999 99.0 99.0  1.71 15.38  9.52 340 9999.0 999.0  24.2 999.0 99.0 99.00
2012 01 02 00 42 999 99.0 99.0  1.97 15.38 10.27 340 9999.0 999.0  24.2 999.0 99.0 99.00
2012 01 02 01 12 999 99.0 99.0  2.26 15.38 11.69 343 9999.0 999.0  24.2 999.0 99.0 99.00
2012 01 02 01 42 999 99.0 99.0  2.20 14.29 11.50 342 9999.0 999.0  24.2 999.0 99.0 99.00
2012 01 02 02 12 999 99.0 99.0  2.16 13.33 11.33 340 9999.0 999.0  24.2 999.0 99.0 99.00
2012 01 02 02 42 999 99.0 99.0  2.65 15.38 12.15 343 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 02 03 12 999 99.0 99.0  2.54 15.38 11.80 338 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 02 03 42 999 99.0 99.0  2.64 14.29 12.13 340 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 02 04 12 999 99.0 99.0  2.82 15.38 12.40 343 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 02 04 42 999 99.0 99.0  3.01 13.33 12.19 340 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 02 05 12 999 99.0 99.0  2.99 15.38 12.42 335 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 02 05 42 999 99.0 99.0  3.08 15.38 12.28 336 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 02 06 12 999 99.0 99.0  2.92 15.38 12.30 339 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 02 08 42 999 99.0 99.0  3.02 14.29 11.72 335 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 02 09 12 999 99.0 99.0  3.01 14.29 11.78 336 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 02 09 42 999 99.0 99.0  3.11 14.29 11.82 331 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 02 10 12 999 99.0 99.0  2.94 13.33 11.63 332 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 02 10 42 999 99.0 99.0  2.60 14.29 11.59 332 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 02 11 12 999 99.0 99.0  2.71 14.29 11.44 333 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 02 11 42 999 99.0 99.0  2.88 14.29 11.37 336 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 02 12 12 999 99.0 99.0  2.90 14.29 11.35 338 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 02 12 42 999 99.0 99.0  2.49 11.11 10.77 335 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 02 13 12 999 99.0 99.0  2.82 14.29 11.00 331 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 02 13 42 999 99.0 99.0  2.64 12.50 10.98 335 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 02 14 12 999 99.0 99.0  2.55 13.33 10.69 328 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 02 14 42 999 99.0 99.0  2.32 13.33 10.41 331 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 02 15 12 999 99.0 99.0  2.74 13.33 11.00 333 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 02 15 42 999 99.0 99.0  2.64 13.33 11.11 331 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 02 16 12 999 99.0 99.0  2.40 13.33 10.51 324 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 02 16 42 999 99.0 99.0  2.57 12.50 10.81 332 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 02 17 12 999 99.0 99.0  2.52 14.29 10.68 328 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 02 17 42 999 99.0 99.0  2.30 12.50 10.35 331 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 02 18 12 999 99.0 99.0  2.36 13.33 10.53 333 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 02 18 42 999 99.0 99.0  2.44 11.11 10.28 336 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 02 19 12 999 99.0 99.0  2.60 13.33 10.71 324 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 02 19 42 999 99.0 99.0  2.20 13.33 10.34 332 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 02 20 12 999 99.0 99.0  2.32 13.33 10.78 329 9999.0 999.0  24.2 999.0 99.0 99.00
2012 01 02 20 42 999 99.0 99.0  2.49 13.33 10.93 329 9999.0 999.0  24.4 999.0 99.0 99.00
2012 01 02 21 12 999 99.0 99.0  2.47 13.33 10.90 332 9999.0 999.0  24.5 999.0 99.0 99.00
2012 01 02 21 42 999 99.0 99.0  2.07 14.29 10.26 348 9999.0 999.0  24.4 999.0 99.0 99.00
2012 01 02 22 12 999 99.0 99.0  2.07 14.29 10.08 348 9999.0 999.0  24.8 999.0 99.0 99.00
2012 01 02 22 42 999 99.0 99.0  1.94 13.33 10.24 325 9999.0 999.0  24.7 999.0 99.0 99.00
2012 01 02 23 12 999 99.0 99.0  2.15 14.29 10.50 349 9999.0 999.0  24.8 999.0 99.0 99.00
2012 01 02 23 42 999 99.0 99.0  2.00 12.50  9.74 329 9999.0 999.0  24.5 999.0 99.0 99.00
2012 01 03 00 12 999 99.0 99.0  1.93 13.33  9.55 340 9999.0 999.0  24.5 999.0 99.0 99.00
2012 01 03 00 42 999 99.0 99.0  1.87 12.50  9.35 329 9999.0 999.0  24.4 999.0 99.0 99.00
2012 01 03 01 12 999 99.0 99.0  2.05 13.33  9.49 349 9999.0 999.0  24.4 999.0 99.0 99.00
2012 01 03 01 42 999 99.0 99.0  2.12 13.33 10.06 345 9999.0 999.0  24.3 999.0 99.0 99.00
2012 01 03 02 12 999 99.0 99.0  1.85 11.76  9.68 336 9999.0 999.0  24.3 999.0 99.0 99.00
2012 01 03 02 42 999 99.0 99.0  1.93 13.33  9.86 343 9999.0 999.0  24.3 999.0 99.0 99.00
2012 01 03 03 12 999 99.0 99.0  1.76 12.50 10.00 332 9999.0 999.0  24.3 999.0 99.0 99.00
2012 01 03 03 42 999 99.0 99.0  1.63 16.67  9.92 359 9999.0 999.0  24.2 999.0 99.0 99.00
2012 01 03 04 12 999 99.0 99.0  1.93 13.33 10.24 335 9999.0 999.0  24.2 999.0 99.0 99.00
2012 01 03 04 42 999 99.0 99.0  1.72 11.76 10.01 338 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 03 05 12 999 99.0 99.0  1.63 11.76  9.99 336 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 03 05 42 999 99.0 99.0  1.55 11.76 10.04 321 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 03 06 12 999 99.0 99.0  1.80 12.50 10.36 336 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 03 06 42 999 99.0 99.0  1.80 15.38 10.73   2 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 03 07 12 999 99.0 99.0  1.64 13.33 10.15 343 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 03 07 42 999 99.0 99.0  1.69 11.76 10.40 333 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 03 08 12 999 99.0 99.0  1.64 11.11 10.25 325 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 03 08 42 999 99.0 99.0  1.73  9.88 10.30 343 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 03 09 12 999 99.0 99.0  1.61 16.67 10.29   3 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 03 09 42 999 99.0 99.0  1.52 12.50 10.44 338 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 03 10 12 999 99.0 99.0  1.59 11.76  9.96 325 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 03 10 42 999 99.0 99.0  1.58 14.29 10.46   0 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 03 11 12 999 99.0 99.0  1.53 12.50 10.37 340 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 03 11 42 999 99.0 99.0  1.41 10.53  9.99 332 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 03 12 12 999 99.0 99.0  1.52 13.33 10.63 348 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 03 12 42 999 99.0 99.0  1.48 12.50 10.34 335 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 03 13 12 999 99.0 99.0  1.68 14.29 10.69   2 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 03 13 42 999 99.0 99.0  1.56 14.29 11.04   2 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 03 14 12 999 99.0 99.0  1.50 15.38 10.96   2 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 03 14 42 999 99.0 99.0  1.38 13.33 10.31 353 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 03 15 12 999 99.0 99.0  1.45 15.38 10.99 357 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 03 15 42 999 99.0 99.0  1.48 14.29 11.15 357 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 03 16 12 999 99.0 99.0  1.46 15.38 10.93   0 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 03 16 42 999 99.0 99.0  1.37 15.38 10.43   0 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 03 17 12 999 99.0 99.0  1.51 15.38 11.12 359 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 03 17 42 999 99.0 99.0  1.39 15.38 10.82 356 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 03 18 12 999 99.0 99.0  1.40 11.76 10.74 332 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 03 18 42 999 99.0 99.0  1.24 13.33 10.42 349 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 03 19 12 999 99.0 99.0  1.39 15.38 10.79 359 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 03 19 42 999 99.0 99.0  1.32 15.38 10.97 359 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 03 20 12 999 99.0 99.0  1.46 15.38 10.82   2 9999.0 999.0  24.2 999.0 99.0 99.00
2012 01 03 20 42 999 99.0 99.0  1.32 15.38 10.95 356 9999.0 999.0  24.4 999.0 99.0 99.00
2012 01 03 21 12 999 99.0 99.0  1.49 15.38 11.13 359 9999.0 999.0  24.4 999.0 99.0 99.00
2012 01 03 21 42 999 99.0 99.0  1.42 14.29 10.94 355 9999.0 999.0  24.5 999.0 99.0 99.00
2012 01 03 22 12 999 99.0 99.0  1.52 11.76 11.07 336 9999.0 999.0  24.6 999.0 99.0 99.00
2012 01 03 22 42 999 99.0 99.0  1.52 13.33 11.48 356 9999.0 999.0  24.4 999.0 99.0 99.00
2012 01 03 23 12 999 99.0 99.0  1.69 14.29 11.50 359 9999.0 999.0  24.4 999.0 99.0 99.00
2012 01 03 23 42 999 99.0 99.0  1.65 14.29 11.29 356 9999.0 999.0  24.5 999.0 99.0 99.00
2012 01 04 00 12 999 99.0 99.0  1.71 15.38 10.92 346 9999.0 999.0  24.5 999.0 99.0 99.00
2012 01 04 00 42 999 99.0 99.0  1.90 14.29 11.06 352 9999.0 999.0  24.5 999.0 99.0 99.00
2012 01 04 01 12 999 99.0 99.0  1.92 15.38 10.99 350 9999.0 999.0  24.5 999.0 99.0 99.00
2012 01 04 01 42 999 99.0 99.0  2.15 16.67 11.79 328 9999.0 999.0  24.5 999.0 99.0 99.00
2012 01 04 02 12 999 99.0 99.0  2.36 15.38 11.80 342 9999.0 999.0  24.5 999.0 99.0 99.00
2012 01 04 02 42 999 99.0 99.0  2.63 16.67 12.56 324 9999.0 999.0  24.4 999.0 99.0 99.00
2012 01 04 03 12 999 99.0 99.0  2.50 15.38 12.37 329 9999.0 999.0  24.4 999.0 99.0 99.00
2012 01 04 03 42 999 99.0 99.0  2.73 14.29 12.55 332 9999.0 999.0  24.3 999.0 99.0 99.00
2012 01 04 04 12 999 99.0 99.0  2.97 15.38 12.75 326 9999.0 999.0  24.2 999.0 99.0 99.00
2012 01 04 04 42 999 99.0 99.0  3.21 15.38 13.33 325 9999.0 999.0  24.3 999.0 99.0 99.00
2012 01 04 05 12 999 99.0 99.0  3.12 16.67 12.85 322 9999.0 999.0  24.2 999.0 99.0 99.00
2012 01 04 05 42 999 99.0 99.0  3.05 16.67 12.89 325 9999.0 999.0  24.2 999.0 99.0 99.00
2012 01 04 06 12 999 99.0 99.0  3.70 14.29 13.30 332 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 04 06 42 999 99.0 99.0  3.79 16.67 13.24 324 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 04 07 12 999 99.0 99.0  3.39 16.67 13.16 325 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 04 07 42 999 99.0 99.0  3.74 15.38 12.97 329 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 04 08 12 999 99.0 99.0  3.46 16.67 12.75 315 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 04 08 42 999 99.0 99.0  4.34 16.67 13.53 319 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 04 09 12 999 99.0 99.0  3.78 15.38 12.94 328 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 04 09 42 999 99.0 99.0  4.24 15.38 13.58 321 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 04 10 12 999 99.0 99.0  3.82 16.67 13.08 312 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 04 10 42 999 99.0 99.0  4.31 16.67 13.33 317 9999.0 999.0  24.2 999.0 99.0 99.00
2012 01 04 11 12 999 99.0 99.0  4.36 15.38 13.01 315 9999.0 999.0  24.2 999.0 99.0 99.00
2012 01 04 11 42 999 99.0 99.0  4.23 15.38 13.26 319 9999.0 999.0  24.2 999.0 99.0 99.00
2012 01 04 12 12 999 99.0 99.0  3.96 16.67 12.91 319 9999.0 999.0  24.2 999.0 99.0 99.00
2012 01 04 12 42 999 99.0 99.0  4.08 15.38 12.88 312 9999.0 999.0  24.2 999.0 99.0 99.00
2012 01 04 13 12 999 99.0 99.0  3.81 15.38 12.92 312 9999.0 999.0  24.2 999.0 99.0 99.00
2012 01 04 13 42 999 99.0 99.0  3.89 14.29 12.58 325 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 04 14 12 999 99.0 99.0  3.89 14.29 12.54 319 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 04 14 42 999 99.0 99.0  4.42 14.29 13.27 315 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 04 15 12 999 99.0 99.0  4.65 15.38 13.77 321 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 04 15 42 999 99.0 99.0  4.22 16.67 13.16 322 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 04 16 12 999 99.0 99.0  4.75 15.38 13.43 322 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 04 16 42 999 99.0 99.0  4.07 15.38 12.24 322 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 04 17 12 999 99.0 99.0  4.35 16.67 12.98 319 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 04 17 42 999 99.0 99.0  3.97 13.33 12.33 324 9999.0 999.0  24.0 999.0 99.0 99.00
2012 01 04 18 12 999 99.0 99.0  4.69 14.29 13.05 326 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 04 18 42 999 99.0 99.0  4.67 16.67 12.86 318 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 04 19 12 999 99.0 99.0  4.73 16.67 12.76 325 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 04 19 42 999 99.0 99.0  4.11 16.67 11.81 315 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 04 20 12 999 99.0 99.0  4.39 16.67 12.28 328 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 04 20 42 999 99.0 99.0  4.82 16.67 12.97 319 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 04 21 12 999 99.0 99.0  4.39 15.38 12.21 318 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 04 21 42 999 99.0 99.0  4.52 15.38 12.25 319 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 04 22 12 999 99.0 99.0  4.47 16.67 12.26 318 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 04 22 42 999 99.0 99.0  4.10 15.38 11.69 319 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 04 23 12 999 99.0 99.0  4.38 16.67 12.19 321 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 04 23 42 999 99.0 99.0  3.50 14.29 10.95 319 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 05 00 12 999 99.0 99.0  3.99 15.38 11.51 318 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 05 00 42 999 99.0 99.0  4.02 15.38 11.40 328 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 05 01 12 999 99.0 99.0  4.32 15.38 11.79 317 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 05 01 42 999 99.0 99.0  4.00 14.29 11.42 318 9999.0 999.0  24.2 999.0 99.0 99.00
2012 01 05 02 12 999 99.0 99.0  3.98 15.38 11.38 315 9999.0 999.0  24.2 999.0 99.0 99.00
2012 01 05 02 42 999 99.0 99.0  4.13 16.67 11.84 315 9999.0 999.0  24.2 999.0 99.0 99.00
2012 01 05 03 12 999 99.0 99.0  3.61 15.38 11.18 308 9999.0 999.0  24.3 999.0 99.0 99.00
2012 01 05 03 42 999 99.0 99.0  3.68 15.38 11.53 312 9999.0 999.0  24.3 999.0 99.0 99.00
2012 01 05 04 12 999 99.0 99.0  2.95 15.38 10.47 310 9999.0 999.0  24.3 999.0 99.0 99.00
2012 01 05 04 42 999 99.0 99.0  3.19 15.38 11.14 322 9999.0 999.0  24.4 999.0 99.0 99.00
2012 01 05 05 12 999 99.0 99.0  3.64 14.29 11.72 318 9999.0 999.0  24.4 999.0 99.0 99.00
2012 01 05 05 42 999 99.0 99.0  3.48 15.38 11.12 315 9999.0 999.0  24.3 999.0 99.0 99.00
2012 01 05 06 12 999 99.0 99.0  3.64 15.38 11.61 321 9999.0 999.0  24.3 999.0 99.0 99.00
2012 01 05 06 42 999 99.0 99.0  2.96 15.38 10.72 317 9999.0 999.0  24.3 999.0 99.0 99.00
2012 01 05 07 12 999 99.0 99.0  3.09 15.38 11.34 319 9999.0 999.0  24.3 999.0 99.0 99.00
2012 01 05 07 42 999 99.0 99.0  3.08 14.29 10.74 325 9999.0 999.0  24.2 999.0 99.0 99.00
2012 01 05 08 12 999 99.0 99.0  3.02 15.38 10.94 321 9999.0 999.0  24.3 999.0 99.0 99.00
2012 01 05 08 42 999 99.0 99.0  3.55 15.38 11.74 318 9999.0 999.0  24.2 999.0 99.0 99.00
2012 01 05 09 12 999 99.0 99.0  3.01 14.29 10.92 315 9999.0 999.0  24.2 999.0 99.0 99.00
2012 01 05 09 42 999 99.0 99.0  3.29 15.38 11.44 318 9999.0 999.0  24.2 999.0 99.0 99.00
2012 01 05 10 12 999 99.0 99.0  3.03 15.38 10.84 315 9999.0 999.0  24.2 999.0 99.0 99.00
2012 01 05 10 42 999 99.0 99.0  2.94 14.29 10.59 321 9999.0 999.0  24.2 999.0 99.0 99.00
2012 01 05 11 12 999 99.0 99.0  3.03 15.38 11.00 317 9999.0 999.0  24.2 999.0 99.0 99.00
2012 01 05 11 42 999 99.0 99.0  3.07 15.38 11.22 314 9999.0 999.0  24.2 999.0 99.0 99.00
2012 01 05 12 12 999 99.0 99.0  3.09 14.29 10.99 315 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 05 12 42 999 99.0 99.0  2.86 13.33 10.38 333 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 05 13 12 999 99.0 99.0  2.94 14.29 10.39 318 9999.0 999.0  24.2 999.0 99.0 99.00
2012 01 05 13 42 999 99.0 99.0  3.35 14.29 11.43 314 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 05 14 12 999 99.0 99.0  2.79 13.33  9.91 322 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 05 14 42 999 99.0 99.0  3.09 14.29 10.51 324 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 05 15 12 999 99.0 99.0  2.93 14.29 10.24 326 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 05 15 42 999 99.0 99.0  2.67 14.29  9.68 328 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 05 16 12 999 99.0 99.0  2.52 14.29  9.67 324 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 05 16 42 999 99.0 99.0  2.67 13.33  9.61 332 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 05 17 12 999 99.0 99.0  2.59 13.33  9.43 314 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 05 17 42 999 99.0 99.0  2.62 13.33  9.76 321 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 05 18 12 999 99.0 99.0  2.51 14.29  9.95 324 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 05 18 42 999 99.0 99.0  2.53 14.29  9.91 319 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 05 19 12 999 99.0 99.0  2.54 14.29  9.99 328 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 05 19 42 999 99.0 99.0  2.48 13.33  9.91 332 9999.0 999.0  24.1 999.0 99.0 99.00
2012 01 05 20 12 999 99.0 99.0  2.50 14.29  9.69 333 9999.0 999.0  24.1 999.0 99.0 99.00
