2014  1  1    3    1    1    2    2    2   17   16  999
2014  1  2    5    2    2    2    1    5   10   14  999
2014  1  3    5    4    3    3    1    5   15   15   12
2014  1  4    7    4    2    3    1    4    2   14   13
2014  1  5   12    6    1    2    8    4    3    1  999
2014  1  6    5    3    1    1    3    4    3    1  999
2014  1  7    7    3    1    1    3    5    3   14  999
2014  1  8    6    3    1    1    4    5    2   15  999
2014  1  9    8    5    1    1    4    3    6   16  999
2014  1 10    7    4    1    1    4    4    3   14  999
2014  1 11    7    3    1    1    6    2   17    2  999
2014  1 12    4    2    1    1    4    2   17    2  999
2014  1 13    3    1    1    1    3    2   17    2  999
2014  1 14    3    1    1    1    2    3   11   15  999
2014  1 15    8    3    1    1    2    4   11   15  999
2014  1 16   15   10    1    1    4    2   17   15  999
2014  1 17   20   12    3    3    5    2   17   14  999
2014  1 18   12    7    3    3    4    2   17   15  999
2014  1 19   20   12    3    3    4    3    1   15  999
2014  1 20   12    8    2    3    6    2   17   16  999
2014  1 21    8    4    3    3    3    4   11   16   10
2014  1 22   30   20    4    4    8    5   13   15   10
2014  1 23   25   15    4    4    8    3   13   15   13
2014  1 24   12    7    4    4    4    3   13   16   10
2014  1 25   12    8    3    4    4    5   13   15   10
2014  1 26   20   15    3    3    5    4   16   15   10
2014  1 27   15   10    2    3    4    4    1   15   10
2014  1 28   10    6    2    2    6    6    2   16  999
2014  1 29   15    6    2    2   10    6    3    1  999
2014  1 30    9    4    2    2    6    2   17    1  999
2014  1 31    3    1    2    2    2    3    9    1  999
2014  2  1    5    3    1    2    2    4   12   15  999
2014  2  2   12    8    1    2    2    3    1   15  999
2014  2  3   12    8    1    1    2    3    3   15  999
2014  2  4    8    4    1    1    1    2   17   15  999
2014  2  5   12    6    1    1    2    5    9   14  999
2014  2  6    8    3    1    1    2    2    8   14  999
2014  2  7    4    2    2    2    2    3    2   15   11
2014  2  8    4    2    2    2    2    2   17   16   11
2014  2  9    5    3    1    2    2    4    5   16  999
2014  2 10    3    2    1    2    2    3    6   16  999
2014  2 11    6    4    1    2    4    2   17   16  999
2014  2 12    5    3    1    2    4    3    5   16  999
2014  2 13    5    3    1    2    4    2   17   16  999
2014  2 14    8    4    1    1    5    4    2   16  999
2014  2 15    5    4    1    1    5    4    5   16  999
2014  2 16    6    4    2    2    4    3    8   16  999
2014  2 17    4    2    2    2    3    4    9   16  999
2014  2 18    6    3    2    2    5    2   17    1  999
2014  2 19    6    4    2    2    4    2   17   16  999
2014  2 20    4    2    1    2    2    3    6   16  999
2014  2 21    8    4    2    2    1    2   17   14   13
2014  2 22    7    4    2    2    1    2   17   14   13
2014  2 23    6    3    2    2    1    3    3   14   13
2014  2 24    6    3    1    2    1    4    1   15  999
2014  2 25    5    2    1    2    2    4   16   16  999
2014  2 26    6    3    1    2    2    4    1   16  999
2014  2 27    7    4    1    2    4    4    5   16  999
2014  2 28    6    2    1    2    4    4    9    1  999
2014  3  1   10    3    2    2    2    4   11   14  999
2014  3  2   20   10    2    2    2    4   15   14  999
2014  3  3   15    8    2    3    2    4   14   15  999
2014  3  4   15   10    3    3    5    3   15   16   10
2014  3  5   15   10    3    3    6    2   17   16   10
2014  3  6    8    4    2    3    3    3    9   16  999
2014  3  7    6    4    1    2    2    3   14   16  999
2014  3  8   18   12    3    3    5    5    3   15   11
2014  3  9   10    6    3    3    3    5    5   16   11
2014  3 10    4    2    3    3    3    4    5   16   11
2014  3 11    4    2    3    3    2    3    3   16   11
2014  3 12    8    5    3    3    3    4    3   16   10
2014  3 13    6    3    3    3    2    4    4   16   10
2014  3 14    8    4    2    2    2    4    4   14    9
2014  3 15   10    5    2    2    4    7    1   15  999
2014  3 16   12    8    2    3    8    7    2   16  999
2014  3 17    6    2    1    2    6    6    3    2  999
2014  3 18    6    1    1    2    6    4    3    3  999
2014  3 19    5    2    1    2    5    4    3    2  999
2014  3 20    3    1    1    2    3    4    3    2  999
2014  3 21   12    6    1    2    3    5    3   15  999
2014  3 22    8    4    1    2    2    4    3   16  999
2014  3 23    6    4    2    2    2    5    3   15  999
2014  3 24    6    4    2    2    2    5    3   15  999
2014  3 25    4    2    2    2    2    4    5   16  999
2014  3 26    4    2    2    2    2    4    5   14  999
2014  3 27    3    2    2    2    2    3    6   14  999
2014  3 28    3    2    2    2    2    2   17   16  999
2014  3 29    5    2    2    2    5    2   17    2  999
2014  3 30    4    1    2    2    4    4    5    2  999
2014  3 31    3    1    1    2    4    5    5    2  999
2014  4  1    2    1    2    2    4    5    5  999  999
2014  4  2    3    1    2    2    4    5    4   14   10
2014  4  3    8    5    3    4    5    6    5   15   10
2014  4  4    7    4    3    4    4    4    5   14   10
2014  4  5   10    7    3    3    3    2   17   14   10
2014  4  6    7    5    2    3    2    5    1   15  999
2014  4  7    8    4    2    2    4    5    3   16  999
2014  4  8    5    3    1    2    4    6    3   16  999
2014  4  9    4    2    1    2    4    5    3   16  999
2014  4 10    3    1    1    2    3    4    4   16  999
2014  4 11    5    3    1    2    3    3    4   14  999
2014  4 12    8    5    1    2    3    5    3   14  999
2014  4 13    5    3    2    3    6    7    4   15  999
2014  4 14    3    2    1    2    5    6    4   15  999
2014  4 15    2    1    1    1    5    6    4  999  999
2014  4 16    3    1    2    2    6    5    4   14  999
2014  4 17    6    3    2    2    3    4    5   14  999
2014  4 18    5    3    1    2    2    4    4   15  999
2014  4 19    3    2    1    2    2    5    4   14  999
2014  4 20    4    2    1    2    2    5    4   15  999
2014  4 21    3    2    2    3    4    6    4   16    9
2014  4 22    2    2    2    3    4    6    5    1    9
2014  4 23    8    4    3    4    4    5    4   14   11
2014  4 24    7    4    3    4    3    5    3   14   11
2014  4 25    7    4    2    3    3    6    4   16  999
2014  4 26    5    3    2    3    4    6    4   16    8
2014  4 27    3    2    2    3    3    4    4   14    8
2014  4 28    3    2    2    3    2    3    3   15    8
2014  4 29    2    1    1    2    2    4    3  999  999
2014  4 30    3    1    1    2    3    5    3    1  999
2014  5  1    3    1    1    2    3    4    4    1    9
2014  5  2    3    2    2    2    2    4    5    1    9
2014  5  3    3    2    2    3    2    2   17   14   10
2014  5  4    8    6    2    3    2    2   17   14   10
2014  5  5    6    3    2    3    2    3    6   15    9
2014  5  6    3    2    3    3    2    4    5   16    8
2014  5  7    2    2    3    3    2    3    7   16    8
2014  5  8    1    2    3    3    1    2   17  999    8
2014  5  9    3    2    2    2    1    2   17   14    8
2014  5 10    4    2    2    2    1    2   17   15  999
2014  5 11    3    2    2    2    3    4    2   16  999
2014  5 12    4    1    1    1    3    5    3    1  999
2014  5 13    5    1    2    2    3    4    3    1  999
2014  5 14    4    1    2    2    3    4    4    1  999
2014  5 15    4    1    2    2    3    3    4    1  999
2014  5 16    3    4    4    4    2    3    4    1   10
2014  5 17    2    5    5    5    2    3    6    1   10
2014  5 18    1    5    5    5    2    2   17  999   10
2014  5 19    1    3    3    3    2    2   17  999    9
2014  5 20    2    3    3    3    2    2   17   15    9
2014  5 21    2    3    3    3    2    3    5   15    9
2014  5 22    2    4    4    4    2    3    6   15    9
2014  5 23    1    3    3    3    2    2   17   15    9
2014  5 24    1    3    3    3    1    2   17  999   10
2014  5 25    2    4    4    4    1    2   17   15   10
2014  5 26    2    4    4    4    2    4    5   15    9
2014  5 27    3    3    3    3    2    4    5   14    9
2014  5 28    2    3    3    3    2    4    5   14    9
2014  5 29    2    2    2    2    2    4    5   14  999
2014  5 30    2    1    2    2    3    4    5   15  999
2014  5 31    1    1    2    3    3    4    5  999  999
2014  6  1    1    2    2    3    3    4    5  999   11
2014  6  2    1    3    3    3    2    3    5  999   10
2014  6  3    1    3    3    3    2    3    5  999   10
2014  6  4    1    3    3    3    2    4    5  999    9
2014  6  5    1    2    2    2    2    5    5  999  999
2014  6  6    2    2    2    2    3    5    5  999  999
2014  6  7    2    1    2    3    3    5    5  999  999
2014  6  8    2    4    4    4    3    4    5   16   10
2014  6  9    2    4    4    4    3    4    5    3   10
2014  6 10    2    3    3    3    3    4    5    3   10
2014  6 11    1    4    4    4    2    4    5  999    9
2014  6 12    1    3    3    3    2    5    5  999    9
2014  6 13    1    2    2    3    2    5    5  999    8
2014  6 14    2    1    1    3    3    5    5  999  999
2014  6 15    2    1    1    2    3    5    5  999  999
2014  6 16    2    1    1    2    3    5    4  999  999
2014  6 17    2    2    2    2    3    5    5  999  999
2014  6 18    1    1    2    2    3    4    5  999  999
2014  6 19    1    1    2    2    3    4    3  999  999
2014  6 20    1    1    2    2    2    3    3  999  999
2014  6 21    1    1    2    2    2    3    3  999  999
2014  6 22    1    1    2    2    2    4    4  999  999
2014  6 23    1    2    2    3    2    4    5  999    7
2014  6 24    1    2    3    3    2    4    5  999    7
