date,YYYY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE,date,year,month,day,nshor,wshor,almo,dh,winw,wspd,wdir,nsd,ssd
2013-03-15,2013.0,3.0,16.0,3.0,52.0,999.0,,,1.69,11.11,7.57,339.0,9999.0,999.0,23.8,999.0,,,2013-03-16 03:52:00,2013.0,3.0,15.0,3.0,1.0,2.0,2.0,2.0,4.0,13.0,16.0,999
2013-03-16,2013.0,3.0,17.0,3.0,22.0,999.0,,,3.13,11.76,8.71,322.0,9999.0,999.0,23.9,999.0,,,2013-03-17 03:22:00,2013.0,3.0,16.0,6.0,3.0,2.0,2.0,2.0,5.0,15.0,15.0,9
2013-03-17,2013.0,3.0,17.0,17.0,52.0,999.0,,,3.37,12.5,9.57,328.0,9999.0,999.0,23.7,999.0,,,2013-03-17 17:52:00,2013.0,3.0,17.0,8.0,4.0,2.0,2.0,3.0,3.0,1.0,16.0,9
2013-03-18,2013.0,3.0,18.0,21.0,22.0,999.0,,,2.64,10.53,9.2,355.0,9999.0,999.0,23.7,999.0,,,2013-03-18 21:22:00,2013.0,3.0,18.0,5.0,2.0,2.0,2.0,4.0,2.0,17.0,1.0,9
2013-03-19,2013.0,3.0,19.0,19.0,22.0,999.0,,,1.97,10.53,8.83,357.0,9999.0,999.0,23.8,999.0,,,2013-03-19 19:22:00,2013.0,3.0,19.0,4.0,2.0,2.0,2.0,3.0,2.0,17.0,1.0,999
2013-03-20,2013.0,3.0,21.0,3.0,22.0,999.0,,,1.16,18.18,11.83,310.0,9999.0,999.0,24.3,999.0,,,2013-03-21 03:22:00,2013.0,3.0,20.0,4.0,3.0,3.0,3.0,2.0,2.0,17.0,14.0,9
2013-03-21,2013.0,3.0,21.0,20.0,52.0,999.0,,,2.96,16.67,13.97,312.0,9999.0,999.0,24.2,999.0,,,2013-03-21 20:52:00,2013.0,3.0,21.0,16.0,8.0,3.0,3.0,2.0,2.0,17.0,14.0,9
2013-03-22,2013.0,3.0,22.0,20.0,52.0,999.0,,,2.78,14.29,11.12,318.0,9999.0,999.0,24.4,999.0,,,2013-03-22 20:52:00,2013.0,3.0,22.0,12.0,6.0,3.0,3.0,2.0,4.0,11.0,14.0,9
2013-03-23,2013.0,3.0,24.0,0.0,52.0,999.0,,,2.02,11.11,6.81,317.0,9999.0,999.0,24.1,999.0,,,2013-03-24 00:52:00,2013.0,3.0,23.0,6.0,3.0,2.0,3.0,2.0,3.0,4.0,14.0,999
2013-03-24,2013.0,3.0,25.0,0.0,22.0,999.0,,,1.64,10.53,5.93,307.0,9999.0,999.0,23.8,999.0,,,2013-03-25 00:22:00,2013.0,3.0,24.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,15.0,999
2013-03-25,2013.0,3.0,25.0,23.0,52.0,999.0,,,2.17,18.18,11.22,315.0,9999.0,999.0,23.8,999.0,,,2013-03-25 23:52:00,2013.0,3.0,25.0,8.0,5.0,2.0,2.0,2.0,4.0,3.0,14.0,999
2013-03-26,2013.0,3.0,26.0,17.0,22.0,999.0,,,1.98,16.67,9.67,319.0,9999.0,999.0,23.7,999.0,,,2013-03-26 17:22:00,2013.0,3.0,26.0,6.0,4.0,2.0,2.0,2.0,3.0,5.0,14.0,999
2013-03-27,2013.0,3.0,27.0,23.0,52.0,999.0,,,2.84,8.33,6.31,35.0,9999.0,999.0,23.6,999.0,,,2013-03-27 23:52:00,2013.0,3.0,27.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,999
2013-03-28,2013.0,3.0,28.0,18.0,52.0,999.0,,,1.68,7.14,5.69,31.0,9999.0,999.0,23.5,999.0,,,2013-03-28 18:52:00,2013.0,3.0,28.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,999.0,999
2013-03-29,2013.0,3.0,30.0,0.0,22.0,999.0,,,1.85,7.14,6.02,35.0,9999.0,999.0,23.8,999.0,,,2013-03-30 00:22:00,2013.0,3.0,29.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,999.0,999
2013-03-30,2013.0,3.0,31.0,0.0,52.0,999.0,,,2.17,15.38,11.6,325.0,9999.0,999.0,24.0,999.0,,,2013-03-31 00:52:00,2013.0,3.0,30.0,8.0,5.0,1.0,1.0,2.0,4.0,16.0,16.0,999\
2013-03-31,2013.0,3.0,31.0,20.0,52.0,999.0,,,3.02,14.29,8.69,317.0,9999.0,999.0,23.8,999.0,,,2013-03-31 20:52:00,2013.0,3.0,31.0,8.0,5.0,1.0,1.0,2.0,5.0,16.0,16.0,999
2013-04-01,2013.0,4.0,1.0,19.0,52.0,999.0,,,3.99,13.33,10.05,346.0,9999.0,999.0,23.7,999.0,,,2013-04-01 19:52:00,2013.0,4.0,1.0,10.0,5.0,1.0,1.0,5.0,5.0,16.0,16.0,999
2013-04-02,2013.0,4.0,2.0,18.0,52.0,999.0,,,2.74,11.76,8.35,348.0,9999.0,999.0,23.7,999.0,,,2013-04-02 18:52:00,2013.0,4.0,2.0,7.0,3.0,3.0,3.0,5.0,3.0,1.0,1.0,10
2013-04-03,2013.0,4.0,3.0,17.0,22.0,999.0,,,1.82,9.88,7.36,355.0,9999.0,999.0,23.6,999.0,,,2013-04-03 17:22:00,2013.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,10
2013-04-04,2013.0,4.0,5.0,0.0,52.0,999.0,,,2.77,18.18,13.95,317.0,9999.0,999.0,23.7,999.0,,,2013-04-05 00:52:00,2013.0,4.0,4.0,15.0,10.0,3.0,4.0,2.0,3.0,4.0,15.0,9
2013-04-05,2013.0,4.0,6.0,0.0,52.0,999.0,,,3.77,15.38,13.71,312.0,9999.0,999.0,23.7,999.0,,,2013-04-06 00:52:00,2013.0,4.0,5.0,18.0,12.0,3.0,3.0,3.0,4.0,5.0,15.0,9
2013-04-06,2013.0,4.0,6.0,17.0,52.0,999.0,,,2.75,15.38,11.68,317.0,9999.0,999.0,23.4,999.0,,,2013-04-06 17:52:00,2013.0,4.0,6.0,10.0,6.0,3.0,3.0,2.0,4.0,5.0,16.0,11
2013-04-07,2013.0,4.0,7.0,17.0,22.0,999.0,,,1.69,13.33,8.93,317.0,9999.0,999.0,23.4,999.0,,,2013-04-07 17:22:00,2013.0,4.0,7.0,6.0,3.0,2.0,3.0,3.0,4.0,5.0,16.0,11
2013-04-08,2013.0,4.0,8.0,18.0,52.0,999.0,,,3.19,15.38,13.28,315.0,9999.0,999.0,23.7,999.0,,,2013-04-08 18:52:00,2013.0,4.0,8.0,15.0,6.0,3.0,3.0,3.0,4.0,5.0,14.0,5
2013-04-09,2013.0,4.0,9.0,19.0,52.0,999.0,,,1.99,14.29,9.66,304.0,9999.0,999.0,23.6,999.0,,,2013-04-09 19:52:00,2013.0,4.0,9.0,6.0,3.0,3.0,3.0,3.0,4.0,5.0,14.0,5
2013-04-10,2013.0,4.0,11.0,17.0,52.0,999.0,,,1.43,11.76,7.55,314.0,9999.0,999.0,24.0,999.0,,,2013-04-11 00:22:00,2013.0,4.0,10.0,3.0,2.0,2.0,3.0,3.0,4.0,5.0,14.0,5
2013-04-11,2013.0,4.0,12.0,2.0,22.0,999.0,,,1.25,9.09,5.94,34.0,9999.0,999.0,24.0,999.0,,,2013-04-12 02:22:00,2013.0,4.0,11.0,2.0,1.0,2.0,2.0,3.0,2.0,17.0,999.0,5
2013-04-12,2013.0,4.0,13.0,3.0,22.0,999.0,,,1.36,15.38,7.2,308.0,9999.0,999.0,24.6,999.0,,,2013-04-13 03:22:00,2013.0,4.0,12.0,2.0,1.0,2.0,2.0,3.0,3.0,7.0,14.0,5
2013-04-13,2013.0,4.0,14.0,3.0,52.0,999.0,,,1.61,13.33,7.96,298.0,9999.0,999.0,24.6,999.0,,,2013-04-14 03:52:00,2013.0,4.0,13.0,4.0,1.0,2.0,3.0,3.0,3.0,7.0,14.0,5
2013-04-14,2013.0,4.0,14.0,20.0,22.0,999.0,,,1.99,10.53,8.26,324.0,9999.0,999.0,24.4,999.0,,,2013-04-14 20:22:00,2013.0,4.0,14.0,5.0,2.0,2.0,3.0,3.0,4.0,9.0,14.0,5
2013-04-15,2013.0,4.0,15.0,22.0,52.0,999.0,,,1.49,9.88,8.59,325.0,9999.0,999.0,24.5,999.0,,,2013-04-15 22:52:00,2013.0,4.0,15.0,3.0,2.0,2.0,2.0,2.0,3.0,7.0,14.0,5
2013-04-16,2013.0,4.0,16.0,18.0,22.0,999.0,,,1.13,8.33,7.66,348.0,9999.0,999.0,24.4,999.0,,,2013-04-16 18:22:00,2013.0,4.0,16.0,2.0,1.0,1.0,2.0,2.0,2.0,17.0,999.0,999
2013-04-17,2013.0,4.0,18.0,3.0,22.0,999.0,,,1.03,7.69,5.5,41.0,9999.0,999.0,24.6,999.0,,,2013-04-18 03:22:00,2013.0,4.0,17.0,1.0,2.0,2.0,2.0,1.0,3.0,5.0,999.0,9
2013-04-18,2013.0,4.0,18.0,21.0,22.0,999.0,,,2.04,12.5,8.06,315.0,9999.0,999.0,24.2,999.0,,,2013-04-18 21:22:00,2013.0,4.0,18.0,6.0,4.0,1.0,2.0,2.0,4.0,5.0,15.0,999
2013-04-19,2013.0,4.0,20.0,3.0,22.0,999.0,,,1.93,11.76,6.84,319.0,9999.0,999.0,23.9,999.0,,,2013-04-20 03:22:00,2013.0,4.0,19.0,4.0,2.0,1.0,2.0,3.0,5.0,5.0,15.0,999
2013-04-20,2013.0,4.0,20.0,18.0,22.0,999.0,,,1.46,9.09,6.8,40.0,9999.0,999.0,23.9,999.0,,,2013-04-20 18:22:00,2013.0,4.0,20.0,3.0,2.0,2.0,2.0,3.0,3.0,7.0,15.0,999
2013-04-21,2013.0,4.0,21.0,20.0,22.0,999.0,,,1.12,9.09,7.58,31.0,9999.0,999.0,24.8,999.0,,,2013-04-21 20:22:00,2013.0,4.0,21.0,3.0,2.0,2.0,2.0,2.0,2.0,17.0,15.0,999
2013-04-22,2013.0,4.0,23.0,3.0,22.0,999.0,,,1.1,9.88,6.34,315.0,9999.0,999.0,24.7,999.0,,,2013-04-23 03:22:00,2013.0,4.0,22.0,3.0,2.0,2.0,2.0,2.0,4.0,9.0,16.0,999
2013-04-23,2013.0,4.0,24.0,3.0,52.0,999.0,,,1.49,9.09,6.51,312.0,9999.0,999.0,24.6,999.0,,,2013-04-24 03:52:00,2013.0,4.0,23.0,3.0,2.0,2.0,2.0,2.0,3.0,9.0,16.0,999
2013-04-24,2013.0,4.0,25.0,3.0,52.0,999.0,,,1.39,10.53,6.68,332.0,9999.0,999.0,24.6,999.0,,,2013-04-25 03:52:00,2013.0,4.0,24.0,3.0,1.0,1.0,2.0,1.0,2.0,17.0,16.0,999
2013-04-25,2013.0,4.0,25.0,17.0,22.0,999.0,,,1.53,11.76,8.67,335.0,9999.0,999.0,24.4,999.0,,,2013-04-25 17:22:00,2013.0,4.0,25.0,5.0,2.0,1.0,2.0,1.0,4.0,5.0,16.0,999
2013-04-26,2013.0,4.0,26.0,22.0,22.0,999.0,,,1.39,11.11,5.59,319.0,9999.0,999.0,24.3,999.0,,,2013-04-26 22:22:00,2013.0,4.0,26.0,3.0,1.0,2.0,2.0,2.0,5.0,5.0,16.0,999
2013-04-27,,,,,,,,,,,,,,,,,,,,2013.0,4.0,27.0,3.0,2.0,2.0,3.0,3.0,3.0,7.0,14.0,10
2013-04-28,,,,,,,,,,,,,,,,,,,,2013.0,4.0,28.0,5.0,3.0,4.0,4.0,3.0,2.0,17.0,14.0,9
2013-04-29,,,,,,,,,,,,,,,,,,,,2013.0,4.0,29.0,3.0,3.0,4.0,4.0,2.0,4.0,9.0,14.0,8
2013-04-30,,,,,,,,,,,,,,,,,,,,2013.0,4.0,30.0,2.0,3.0,3.0,4.0,1.0,2.0,17.0,15.0,8
2013-05-01,,,,,,,,,,,,,,,,,,,,2013.0,5.0,1.0,2.0,2.0,2.0,3.0,1.0,4.0,5.0,15.0,8
2013-05-02,,,,,,,,,,,,,,,,,,,,2013.0,5.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,5.0,15.0,999
2013-05-03,,,,,,,,,,,,,,,,,,,,2013.0,5.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,6.0,14.0,999
2013-05-04,,,,,,,,,,,,,,,,,,,,2013.0,5.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,17.0,15.0,999
2013-05-05,,,,,,,,,,,,,,,,,,,,2013.0,5.0,5.0,3.0,1.0,2.0,2.0,3.0,4.0,9.0,15.0,999
2013-05-06,,,,,,,,,,,,,,,,,,,,2013.0,5.0,6.0,2.0,1.0,2.0,2.0,2.0,3.0,16.0,16.0,11
2013-05-07,,,,,,,,,,,,,,,,,,,,2013.0,5.0,7.0,2.0,1.0,2.0,2.0,2.0,2.0,17.0,16.0,11
2013-05-08,,,,,,,,,,,,,,,,,,,,2013.0,5.0,8.0,2.0,2.0,3.0,3.0,2.0,2.0,17.0,1.0,10
2013-05-09,2013.0,5.0,10.0,2.0,22.0,999.0,,,1.05,9.88,6.38,339.0,9999.0,999.0,25.7,999.0,,,2013-05-10 02:22:00,2013.0,5.0,9.0,2.0,2.0,3.0,3.0,2.0,2.0,17.0,999.0,10
2013-05-10,2013.0,5.0,11.0,3.0,52.0,999.0,,,1.3,10.53,5.69,340.0,9999.0,999.0,25.6,999.0,,,2013-05-11 03:52:00,2013.0,5.0,10.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,16.0,999
2013-05-11,2013.0,5.0,11.0,20.0,52.0,999.0,,,2.24,11.11,7.99,338.0,9999.0,999.0,25.1,999.0,,,2013-05-11 20:52:00,2013.0,5.0,11.0,5.0,3.0,2.0,3.0,2.0,4.0,3.0,16.0,999
2013-05-12,2013.0,5.0,12.0,23.0,22.0,999.0,,,1.98,6.25,5.96,35.0,9999.0,999.0,25.0,999.0,,,2013-05-12 23:22:00,2013.0,5.0,12.0,4.0,3.0,3.0,3.0,3.0,6.0,4.0,16.0,11
2013-05-13,2013.0,5.0,13.0,20.0,52.0,999.0,,,1.94,7.14,6.1,24.0,9999.0,999.0,25.1,999.0,,,2013-05-13 20:52:00,2013.0,5.0,13.0,3.0,2.0,2.0,3.0,3.0,6.0,5.0,16.0,11
2013-05-14,2013.0,5.0,15.0,0.0,22.0,999.0,,,1.6,7.69,5.68,35.0,9999.0,999.0,25.3,999.0,,,2013-05-15 00:22:00,2013.0,5.0,14.0,2.0,2.0,2.0,3.0,3.0,5.0,4.0,1.0,10
2013-05-15,2013.0,5.0,15.0,21.0,52.0,999.0,,,1.45,10.53,5.48,4.0,9999.0,999.0,25.2,999.0,,,2013-05-15 21:52:00,2013.0,5.0,15.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,1.0,10
2013-05-16,2013.0,5.0,17.0,20.0,52.0,999.0,,,1.33,11.76,5.26,317.0,9999.0,999.0,25.3,999.0,,,2013-05-17 01:52:00,2013.0,5.0,16.0,2.0,6.0,6.0,6.0,3.0,4.0,5.0,14.0,10
2013-05-17,2013.0,5.0,17.0,17.0,52.0,999.0,,,1.3,6.25,5.26,48.0,9999.0,999.0,25.1,999.0,,,2013-05-17 17:52:00,2013.0,5.0,17.0,2.0,8.0,8.0,8.0,3.0,5.0,5.0,14.0,10
2013-05-18,2013.0,5.0,18.0,19.0,22.0,999.0,,,1.08,8.33,5.8,37.0,9999.0,999.0,25.5,999.0,,,2013-05-18 19:22:00,2013.0,5.0,18.0,3.0,10.0,8.0,10.0,2.0,3.0,6.0,14.0,9
2013-05-19,2013.0,5.0,20.0,3.0,52.0,999.0,,,1.04,11.11,5.05,308.0,9999.0,999.0,25.8,999.0,,,2013-05-20 03:52:00,2013.0,5.0,19.0,3.0,10.0,8.0,10.0,2.0,3.0,1.0,15.0,9
2013-05-20,2013.0,5.0,21.0,2.0,52.0,999.0,,,1.85,9.09,7.24,349.0,9999.0,999.0,25.9,999.0,,,2013-05-21 02:52:00,2013.0,5.0,20.0,3.0,8.0,8.0,8.0,2.0,2.0,17.0,1.0,10
2013-05-21,2013.0,5.0,21.0,18.0,22.0,999.0,,,1.58,9.09,7.72,353.0,9999.0,999.0,25.3,999.0,,,2013-05-21 18:22:00,2013.0,5.0,21.0,4.0,6.0,6.0,6.0,2.0,2.0,17.0,1.0,9
2013-05-22,2013.0,5.0,22.0,18.0,22.0,999.0,,,1.81,15.38,10.62,318.0,9999.0,999.0,25.5,999.0,,,2013-05-22 18:22:00,2013.0,5.0,22.0,8.0,6.0,5.0,6.0,2.0,2.0,17.0,14.0,9
2013-05-23,2013.0,5.0,23.0,19.0,22.0,999.0,,,1.63,14.29,9.1,311.0,9999.0,999.0,25.7,999.0,,,2013-05-23 19:22:00,2013.0,5.0,23.0,6.0,5.0,5.0,5.0,2.0,2.0,17.0,14.0,9
2013-05-24,2013.0,5.0,24.0,23.0,52.0,999.0,,,1.3,11.76,7.94,335.0,9999.0,999.0,25.8,999.0,,,2013-05-24 23:52:00,2013.0,5.0,24.0,4.0,3.0,3.0,4.0,2.0,4.0,5.0,14.0,9
2013-05-25,2013.0,5.0,26.0,3.0,22.0,999.0,,,1.57,9.09,5.47,37.0,9999.0,999.0,25.6,999.0,,,2013-05-26 03:22:00,2013.0,5.0,25.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,15.0,9
2013-05-26,2013.0,5.0,26.0,22.0,52.0,999.0,,,1.68,9.09,5.93,55.0,9999.0,999.0,25.7,999.0,,,2013-05-26 22:52:00,2013.0,5.0,26.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,999.0,999
2013-05-27,2013.0,5.0,27.0,22.0,22.0,999.0,,,1.43,6.25,5.43,52.0,9999.0,999.0,25.7,999.0,,,2013-05-27 22:22:00,2013.0,5.0,27.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,999.0,999
2013-05-28,2013.0,5.0,29.0,1.0,22.0,999.0,,,1.09,8.33,5.3,54.0,9999.0,999.0,25.7,999.0,,,2013-05-29 01:22:00,2013.0,5.0,28.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,999.0,999
2013-05-29,2013.0,5.0,30.0,2.0,22.0,999.0,,,0.92,7.69,5.36,54.0,9999.0,999.0,25.9,999.0,,,2013-05-30 02:22:00,2013.0,5.0,29.0,1.0,1.0,2.0,2.0,2.0,2.0,17.0,999.0,999
2013-05-30,2013.0,5.0,31.0,3.0,52.0,999.0,,,0.92,6.25,4.3,48.0,9999.0,999.0,26.0,999.0,,,2013-05-31 03:52:00,2013.0,5.0,30.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,999.0,999
2013-05-31,2013.0,6.0,1.0,3.0,22.0,999.0,,,1.21,6.25,4.85,51.0,9999.0,999.0,26.0,999.0,,,2013-06-01 03:22:00,2013.0,5.0,31.0,1.0,1.0,2.0,2.0,2.0,4.0,5.0,999.0,999
2013-06-01,2013.0,6.0,2.0,1.0,22.0,999.0,,,1.23,9.09,4.92,352.0,9999.0,999.0,25.6,999.0,,,2013-06-02 01:22:00,2013.0,6.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,5.0,1.0,999
2013-06-02,2013.0,6.0,2.0,17.0,22.0,999.0,,,1.47,6.67,5.25,47.0,9999.0,999.0,25.6,999.0,,,2013-06-02 17:22:00,2013.0,6.0,2.0,2.0,1.0,2.0,3.0,3.0,5.0,5.0,999.0,999
2013-06-03,2013.0,6.0,3.0,18.0,22.0,999.0,,,1.75,7.14,6.05,45.0,9999.0,999.0,25.6,999.0,,,2013-06-03 18:22:00,2013.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,16.0,11
2013-06-04,2013.0,6.0,4.0,19.0,22.0,999.0,,,1.77,10.53,6.3,326.0,9999.0,999.0,25.8,999.0,,,2013-06-04 19:22:00,2013.0,6.0,4.0,4.0,6.0,6.0,6.0,3.0,5.0,5.0,16.0,9
2013-06-05,2013.0,6.0,5.0,19.0,22.0,999.0,,,1.84,9.88,6.61,24.0,9999.0,999.0,25.9,999.0,,,2013-06-05 19:22:00,2013.0,6.0,5.0,3.0,10.0,8.0,10.0,3.0,5.0,5.0,1.0,10
2013-06-06,2013.0,6.0,6.0,21.0,52.0,999.0,,,1.49,8.33,6.16,49.0,9999.0,999.0,25.8,999.0,,,2013-06-06 21:22:00,2013.0,6.0,6.0,2.0,6.0,5.0,6.0,3.0,4.0,4.0,1.0,9
2013-06-07,2013.0,6.0,8.0,0.0,22.0,999.0,,,1.69,7.69,5.59,45.0,9999.0,999.0,25.8,999.0,,,2013-06-08 00:22:00,2013.0,6.0,7.0,1.0,4.0,3.0,4.0,3.0,4.0,5.0,999.0,9
2013-06-08,2013.0,6.0,8.0,20.0,52.0,999.0,,,1.59,9.88,5.92,20.0,9999.0,999.0,25.9,999.0,,,2013-06-08 20:52:00,2013.0,6.0,8.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,999.0,9
2013-06-09,2013.0,6.0,9.0,18.0,22.0,999.0,,,1.48,7.14,5.74,40.0,9999.0,999.0,25.8,999.0,,,2013-06-09 18:22:00,2013.0,6.0,9.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,999.0,9
2013-06-10,2013.0,6.0,10.0,23.0,52.0,999.0,,,1.59,8.33,5.93,41.0,9999.0,999.0,25.8,999.0,,,2013-06-10 23:22:00,2013.0,6.0,10.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,999.0,999
2013-06-11,2013.0,6.0,11.0,21.0,52.0,999.0,,,1.64,7.69,5.63,40.0,9999.0,999.0,25.7,999.0,,,2013-06-11 21:52:00,2013.0,6.0,11.0,1.0,2.0,3.0,3.0,2.0,5.0,4.0,999.0,999
2013-06-12,2013.0,6.0,13.0,3.0,52.0,999.0,,,1.8,7.69,5.64,40.0,9999.0,999.0,25.8,999.0,,,2013-06-13 03:52:00,2013.0,6.0,12.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,999.0,999
2013-06-13,2013.0,6.0,14.0,22.0,52.0,999.0,,,2.11,9.09,6.59,45.0,9999.0,999.0,25.9,999.0,,,2013-06-14 02:22:00,2013.0,6.0,13.0,2.0,2.0,3.0,3.0,5.0,5.0,4.0,999.0,999
2013-06-14,2013.0,6.0,14.0,20.0,52.0,999.0,,,2.06,9.09,6.27,40.0,9999.0,999.0,25.7,999.0,,,2013-06-14 20:52:00,2013.0,6.0,14.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,3.0,999
2013-06-15,2013.0,6.0,15.0,21.0,52.0,999.0,,,1.82,9.09,6.09,41.0,9999.0,999.0,25.7,999.0,,,2013-06-15 21:22:00,2013.0,6.0,15.0,2.0,2.0,3.0,3.0,5.0,4.0,5.0,3.0,999
2013-06-16,2013.0,6.0,16.0,23.0,22.0,999.0,,,1.51,9.09,5.89,49.0,9999.0,999.0,25.9,999.0,,,2013-06-16 23:22:00,2013.0,6.0,16.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,999
2013-06-17,2013.0,6.0,17.0,18.0,52.0,999.0,,,1.57,8.33,5.85,49.0,9999.0,999.0,25.8,999.0,,,2013-06-17 18:52:00,2013.0,6.0,17.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,999.0,999
2013-06-18,2013.0,6.0,18.0,18.0,52.0,999.0,,,1.46,7.69,5.35,45.0,9999.0,999.0,25.8,999.0,,,2013-06-18 18:52:00,2013.0,6.0,18.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,999.0,999
2013-06-19,2013.0,6.0,20.0,2.0,22.0,999.0,,,1.16,6.25,4.37,41.0,9999.0,999.0,26.0,999.0,,,2013-06-20 02:22:00,2013.0,6.0,19.0,1.0,2.0,2.0,2.0,3.0,4.0,5.0,999.0,999
2013-06-20,2013.0,6.0,20.0,19.0,52.0,999.0,,,0.99,8.33,5.02,42.0,9999.0,999.0,25.8,999.0,,,2013-06-20 19:52:00,2013.0,6.0,20.0,1.0,2.0,3.0,3.0,2.0,4.0,5.0,999.0,999
2013-06-21,2013.0,6.0,21.0,18.0,22.0,999.0,,,1.11,7.14,5.02,47.0,9999.0,999.0,25.8,999.0,,,2013-06-21 18:22:00,2013.0,6.0,21.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,999.0,999
2013-06-22,2013.0,6.0,22.0,19.0,52.0,999.0,,,1.44,6.25,5.42,49.0,9999.0,999.0,25.9,999.0,,,2013-06-22 19:52:00,2013.0,6.0,22.0,1.0,2.0,2.0,3.0,3.0,5.0,5.0,999.0,999
2013-06-23,2013.0,6.0,23.0,21.0,22.0,999.0,,,1.5,6.67,5.54,49.0,9999.0,999.0,25.8,999.0,,,2013-06-23 21:22:00,2013.0,6.0,23.0,1.0,2.0,2.0,3.0,3.0,5.0,5.0,999.0,999
2013-06-24,2013.0,6.0,25.0,2.0,22.0,999.0,,,1.4,14.29,5.6,324.0,9999.0,999.0,26.0,999.0,,,2013-06-25 02:22:00,2013.0,6.0,24.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,15.0,999
2013-06-25,2013.0,6.0,26.0,0.0,52.0,999.0,,,1.47,11.76,5.95,324.0,9999.0,999.0,25.9,999.0,,,2013-06-26 00:52:00,2013.0,6.0,25.0,3.0,2.0,3.0,3.0,2.0,5.0,3.0,16.0,9
2013-06-26,2013.0,6.0,27.0,1.0,52.0,999.0,,,1.41,11.76,6.69,331.0,9999.0,999.0,26.0,999.0,,,2013-06-27 01:52:00,2013.0,6.0,26.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,16.0,8
2013-06-27,2013.0,6.0,28.0,17.0,22.0,999.0,,,1.09,10.53,5.5,335.0,9999.0,999.0,25.9,999.0,,,2013-06-28 00:22:00,2013.0,6.0,27.0,2.0,3.0,3.0,3.0,2.0,4.0,5.0,16.0,11
2013-06-28,2013.0,6.0,28.0,21.0,22.0,999.0,,,1.07,9.88,4.76,342.0,9999.0,999.0,25.9,999.0,,,2013-06-28 21:22:00,2013.0,6.0,28.0,2.0,5.0,5.0,5.0,2.0,4.0,5.0,999.0,10
2013-06-29,2013.0,6.0,30.0,22.0,52.0,999.0,,,1.1,8.33,5.36,355.0,9999.0,999.0,26.1,999.0,,,2013-06-30 02:52:00,2013.0,6.0,29.0,2.0,4.0,4.0,4.0,2.0,4.0,5.0,999.0,10
2013-06-30,2013.0,7.0,1.0,1.0,22.0,999.0,,,1.2,8.33,5.3,2.0,9999.0,999.0,26.1,999.0,,,2013-07-01 01:22:00,2013.0,6.0,30.0,2.0,3.0,3.0,3.0,2.0,4.0,5.0,1.0,9
2013-07-01,2013.0,7.0,2.0,1.0,52.0,999.0,,,1.14,7.69,4.95,355.0,9999.0,999.0,26.1,999.0,,,2013-07-02 01:52:00,2013.0,7.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,9
2013-07-02,2013.0,7.0,2.0,23.0,22.0,999.0,,,1.42,6.67,5.41,34.0,9999.0,999.0,26.1,999.0,,,2013-07-02 23:22:00,2013.0,7.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,14.0,10
2013-07-03,2013.0,7.0,4.0,3.0,22.0,999.0,,,1.54,7.69,5.77,20.0,9999.0,999.0,26.1,999.0,,,2013-07-04 03:22:00,2013.0,7.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,15.0,9
2013-07-04,2013.0,7.0,4.0,18.0,22.0,999.0,,,1.2,7.69,6.14,23.0,9999.0,999.0,26.0,999.0,,,2013-07-04 18:22:00,2013.0,7.0,4.0,1.0,3.0,3.0,4.0,2.0,3.0,5.0,999.0,10
