2016  1  1   12    8    2    2    3    5    2   16  999
2016  1  2   15   10    2    2    2    3    5   15  999
2016  1  3   12    8    2    2    2    3    3   15  999
2016  1  4   20   15    2    2    6    3    5   16  999
2016  1  5   12    8    2    2    4    4    4   16  999
2016  1  6   10    5    2    2    3    4    5   16  999
2016  1  7    7    3    1    1    2    2   17   16  999
2016  1  8    7    3    1    1    2    2   17   16  999
2016  1  9    8    3    2    2    2    4   13   16  999
2016  1 10   18   12    4    3    6    2   17   16   11
2016  1 11   15   10    4    3    6    2   17   16   11
2016  1 12   10    6    3    3    4    2   17   16   11
2016  1 13    8    5    2    2    3    2   17   16   11
2016  1 14    3    2    2    2    2    2   17   16   11
2016  1 15   27   20    2    2    8    3    3   16  999
2016  1 16   20   15    2    2    6    2   17   16  999
2016  1 17   15   10    3    3    6    2   17   16   10
2016  1 18   10    6    3    3    6    2   17   16   10
2016  1 19   10    5    3    3    6    2   17   16    9
2016  1 20   23   15    3    3    8    3    1   16    9
2016  1 21   15    8    2    2    5    3    2   16    9
2016  1 22    6    3    2    2    4    3    4   16    9
2016  1 23    3    1    2    2    2    2   17   16  999
2016  1 24    8    4    2    2    2    2   17   14  999
2016  1 25   18    8    3    3    5    3    3   14   13  
2016  1 26   12    5    3    3    4    2   17   14   13
2016  1 27   30   25    3    3    8    3    9   15   13
2016  1 28   18   15    2    2    4    2   17   15  999
2016  1 29    9    4    2    2    2    2   17   15  999
2016  1 30    7    4    2    2    2    3    4   15  999
2016  1 31    4    2    2    2    2    4    5   15  999
2016  2  1   10    6    2    2    3    3    5   15  999
2016  2  2   12    6    2    2    3    4    4   15  999
2016  2  3   12    6    2    2    3    4    5   15  999
2016  2  4    6    3    2    2    3    4    5   15  999
2016  2  5    3    2    2    2    2    3    7   15  999
2016  2  6    3    1    1    2    2    3   13   15  999
2016  2  7    6    4    1    2    4    5    1   16  999
2016  2  8    8    5    1    2    5    4    2   16  999
2016  2  9    8    4    2    2    4    2   17   16   11
2016  2 10   22   15    2    2    6    2   17   16   11
2016  2 11   18   12    1    2    7    4    4   16  999
2016  2 12   10    6    1    2    4    5    5   16  999
2016  2 13    4    2    1    2    3    4    5   16  999
2016  2 14   10    6    2    2    2    4    5   14  999
2016  2 15    8    4    2    2    3    6    4   14  999
2016  2 16    7    4    2    2    5    7    3   14   13
2016  2 17    4    2    1    2    6    6    3   15  999
2016  2 18    4    2    1    2    5    6    3   16  999
2016  2 19    4    2    1    2    4    4    5   16  999
2016  2 20    3    1    1    2    2    2   17   16  999
2016  2 21    6    4    3    3    2    6   13   15   13
2016  2 22   35   30    2    2   20    3   16   16  999
2016  2 23   25   20    2    2   15    2   17   16  999 
2016  2 24    9    6    2    2    6    2   17   16   11
2016  2 25   30   15    2    2   12    4    3   15   11
2016  2 26   25   15    2    2    8    2   17   15   11
2016  2 27   10    6    2    2    6    2   17   16  999
2016  2 28   15   10    2    2    8    2   17   16  999
2016  2 29    8    6    2    2    4    3    1   16  999
2016  3  1   20   18    2    2    6    5   16   16  999
2016  3  2   18   18    2    2    6    3    3   16  999
2016  3  3   15   12    2    2    5    2   17   16  999
